instancia,n,grafo,threads,fusiones,tiempo
0,0,arbol,1,0,0.190187
1,0,arbol,2,1,0.134505
2,0,arbol,3,7,0.269941
3,0,arbol,4,3,0.249763
4,0,arbol,5,8,0.306101
5,0,arbol,6,11,0.440051
6,0,arbol,7,10,0.386426
7,0,arbol,8,15,11.0311
8,0,arbol,9,7,11.1011
9,0,arbol,10,13,0.622161
10,0,arbol,11,5,0.298342
11,0,arbol,12,13,1.04971
12,0,arbol,13,3,0.283577
13,0,arbol,14,0,0.303722
14,0,arbol,15,2,0.305329
15,0,arbol,16,11,0.611917
16,0,arbol,17,10,1.40373
17,0,arbol,18,6,0.510465
18,0,arbol,19,11,0.832733
19,0,arbol,20,0,0.581891
20,0,arbol,21,0,0.429424
21,0,arbol,22,8,0.754105
22,0,arbol,23,9,0.761112
23,0,arbol,24,12,0.81966
24,0,arbol,25,10,0.709881
25,0,arbol,26,8,0.744431
26,0,arbol,27,6,0.745471
27,0,arbol,28,10,0.883814
28,0,arbol,29,7,0.866313
29,0,arbol,30,12,10.9911
30,0,arbol,31,13,1.19644
31,0,arbol,32,6,0.954103
32,0,arbol,33,0,0.93856
33,0,arbol,34,2,0.825068
34,0,arbol,35,6,1.17358
35,0,arbol,36,4,0.738696
36,0,arbol,37,15,11.1694
37,0,arbol,38,9,1.05118
38,0,arbol,39,6,0.993168
39,0,arbol,40,3,0.920429
40,0,arbol,1,0,0.054649
41,0,arbol,2,3,0.121223
42,0,arbol,3,5,0.221162
43,0,arbol,4,4,0.197233
44,0,arbol,5,2,0.255763
45,0,arbol,6,0,0.161459
46,0,arbol,7,3,0.323899
47,0,arbol,8,4,0.275956
48,0,arbol,9,6,0.589304
49,0,arbol,10,1,0.303343
50,0,arbol,11,3,0.325693
51,0,arbol,12,4,0.427692
52,0,arbol,13,3,0.371417
53,0,arbol,14,6,0.519307
54,0,arbol,15,3,0.397292
55,0,arbol,16,6,0.985236
56,0,arbol,17,3,0.390923
57,0,arbol,18,3,0.40354
58,0,arbol,19,6,0.508354
59,0,arbol,20,4,0.447498
60,0,arbol,21,5,0.562053
61,0,arbol,22,14,10.9824
62,0,arbol,23,10,10.4795
63,0,arbol,24,7,0.821349
64,0,arbol,25,3,0.736195
65,0,arbol,26,7,0.800403
66,0,arbol,27,6,0.765403
67,0,arbol,28,4,0.613502
68,0,arbol,29,11,1.006
69,0,arbol,30,3,0.673994
70,0,arbol,31,8,0.896705
71,0,arbol,32,11,1.11295
72,0,arbol,33,8,0.752003
73,0,arbol,34,3,0.701638
74,0,arbol,35,5,0.887976
75,0,arbol,36,12,1.15981
76,0,arbol,37,3,0.728583
77,0,arbol,38,3,0.745048
78,0,arbol,39,13,1.09048
79,0,arbol,40,11,1.14801
80,0,arbol,1,0,0.120726
81,0,arbol,2,2,0.197802
82,0,arbol,3,3,0.244844
83,0,arbol,4,3,0.162797
84,0,arbol,5,7,0.244864
85,0,arbol,6,8,0.342182
86,0,arbol,7,2,0.25922
87,0,arbol,8,2,0.20573
88,0,arbol,9,7,0.364043
89,0,arbol,10,3,0.236718
90,0,arbol,11,13,0.60069
91,0,arbol,12,5,0.340664
92,0,arbol,13,6,0.373344
93,0,arbol,14,0,0.311908
94,0,arbol,15,14,14.0198
95,0,arbol,16,10,0.577004
96,0,arbol,17,8,0.595953
97,0,arbol,18,13,0.760592
98,0,arbol,19,8,0.710208
99,0,arbol,20,7,0.779113
100,0,arbol,21,8,0.65112
101,0,arbol,22,0,0.755959
102,0,arbol,23,8,0.804546
103,0,arbol,24,6,0.77476
104,0,arbol,25,6,0.63178
105,0,arbol,26,1,0.821502
106,0,arbol,27,6,0.85036
107,0,arbol,28,6,0.873564
108,0,arbol,29,13,0.894843
109,0,arbol,30,1,0.901681
110,0,arbol,31,6,0.959956
111,0,arbol,32,1,0.845093
112,0,arbol,33,0,1.03575
113,0,arbol,34,2,0.97979
114,0,arbol,35,0,0.987651
115,0,arbol,36,0,1.06468
116,0,arbol,37,0,1.02445
117,0,arbol,38,7,1.10261
118,0,arbol,39,0,1.06669
119,0,arbol,40,7,1.22657
120,0,arbol,1,0,0.068824
121,0,arbol,2,0,0.096086
122,0,arbol,3,0,0.097067
123,0,arbol,4,0,0.121096
124,0,arbol,5,0,0.178957
125,0,arbol,6,0,0.157664
126,0,arbol,7,0,0.22118
127,0,arbol,8,7,0.363267
128,0,arbol,9,1,0.231255
129,0,arbol,10,0,0.250244
130,0,arbol,11,0,0.414016
131,0,arbol,12,0,0.340857
132,0,arbol,13,5,0.401291
133,0,arbol,14,0,0.448618
134,0,arbol,15,0,0.364959
135,0,arbol,16,0,0.42688
136,0,arbol,17,0,0.453002
137,0,arbol,18,0,0.469335
138,0,arbol,19,0,0.451325
139,0,arbol,20,4,0.623873
140,0,arbol,21,3,0.612101
141,0,arbol,22,0,0.539339
142,0,arbol,23,0,0.668018
143,0,arbol,24,5,0.785679
144,0,arbol,25,1,0.761526
145,0,arbol,26,12,0.95483
146,0,arbol,27,0,0.629539
147,0,arbol,28,1,0.712776
148,0,arbol,29,1,0.851873
149,0,arbol,30,0,1.06828
150,0,arbol,31,2,1.15544
151,0,arbol,32,0,1.01304
152,0,arbol,33,0,0.934042
153,0,arbol,34,8,1.54862
154,0,arbol,35,5,0.975013
155,0,arbol,36,5,1.02573
156,0,arbol,37,1,1.0326
157,0,arbol,38,3,1.0262
158,0,arbol,39,6,1.20441
159,0,arbol,40,7,1.01279
160,0,arbol,1,0,0.064205
161,0,arbol,2,0,0.081799
162,0,arbol,3,1,0.110618
163,0,arbol,4,0,0.122248
164,0,arbol,5,3,0.161003
165,0,arbol,6,8,0.324249
166,0,arbol,7,0,0.182774
167,0,arbol,8,3,0.286716
168,0,arbol,9,9,0.367145
169,0,arbol,10,6,0.301531
170,0,arbol,11,6,0.307866
171,0,arbol,12,0,0.448687
172,0,arbol,13,3,0.376448
173,0,arbol,14,0,0.427904
174,0,arbol,15,6,0.628433
175,0,arbol,16,1,0.505986
176,0,arbol,17,0,0.421759
177,0,arbol,18,6,0.570352
178,0,arbol,19,1,0.501247
179,0,arbol,20,0,0.520421
180,0,arbol,21,6,0.546111
181,0,arbol,22,6,0.587697
182,0,arbol,23,7,0.61847
183,0,arbol,24,0,0.607885
184,0,arbol,25,0,0.701368
185,0,arbol,26,0,0.803925
186,0,arbol,27,0,0.665458
187,0,arbol,28,0,0.714327
188,0,arbol,29,6,0.792316
189,0,arbol,30,0,0.89634
190,0,arbol,31,0,0.810577
191,0,arbol,32,5,0.913035
192,0,arbol,33,0,0.893011
193,0,arbol,34,0,1.06645
194,0,arbol,35,1,0.860015
195,0,arbol,36,0,0.819848
196,0,arbol,37,0,0.94116
197,0,arbol,38,0,1.17576
198,0,arbol,39,1,1.17086
199,0,arbol,40,1,1.13213
200,0,arbol,1,0,0.067902
201,0,arbol,2,1,0.138847
202,0,arbol,3,5,0.236093
203,0,arbol,4,0,0.127907
204,0,arbol,5,7,0.278651
205,0,arbol,6,5,0.290275
206,0,arbol,7,7,0.306074
207,0,arbol,8,7,0.308539
208,0,arbol,9,1,0.274
209,0,arbol,10,0,0.354602
210,0,arbol,11,0,0.276185
211,0,arbol,12,0,0.435408
212,0,arbol,13,0,0.36912
213,0,arbol,14,4,0.37637
214,0,arbol,15,0,0.477518
215,0,arbol,16,1,0.475311
216,0,arbol,17,7,0.486568
217,0,arbol,18,3,0.491573
218,0,arbol,19,0,0.488119
219,0,arbol,20,0,0.570167
220,0,arbol,21,7,0.610491
221,0,arbol,22,0,0.571517
222,0,arbol,23,0,0.776479
223,0,arbol,24,6,0.636134
224,0,arbol,25,0,0.664092
225,0,arbol,26,1,0.690019
226,0,arbol,27,0,0.809854
227,0,arbol,28,1,0.77916
228,0,arbol,29,0,0.664987
229,0,arbol,30,4,0.686261
230,0,arbol,31,0,0.915214
231,0,arbol,32,13,1.09102
232,0,arbol,33,6,0.902027
233,0,arbol,34,7,1.0571
234,0,arbol,35,7,0.958836
235,0,arbol,36,0,0.792693
236,0,arbol,37,6,1.13183
237,0,arbol,38,0,0.893729
238,0,arbol,39,4,1.1931
239,0,arbol,40,0,1.18643
240,0,arbol,1,0,0.066584
241,0,arbol,2,0,0.086824
242,0,arbol,3,0,0.093535
243,0,arbol,4,8,0.293705
244,0,arbol,5,0,0.134572
245,0,arbol,6,0,0.159073
246,0,arbol,7,0,0.155847
247,0,arbol,8,2,0.203589
248,0,arbol,9,7,0.340534
249,0,arbol,10,3,0.278213
250,0,arbol,11,7,0.488854
251,0,arbol,12,0,0.277885
252,0,arbol,13,5,0.40379
253,0,arbol,14,6,0.433601
254,0,arbol,15,4,0.404207
255,0,arbol,16,1,0.362247
256,0,arbol,17,9,0.596228
257,0,arbol,18,10,0.989213
258,0,arbol,19,0,0.669966
259,0,arbol,20,5,0.722469
260,0,arbol,21,7,0.84318
261,0,arbol,22,3,0.637822
262,0,arbol,23,1,0.759958
263,0,arbol,24,1,1.32376
264,0,arbol,25,0,1.37279
265,0,arbol,26,5,0.872479
266,0,arbol,27,0,0.84748
267,0,arbol,28,4,0.891825
268,0,arbol,29,1,0.912281
269,0,arbol,30,5,1.05151
270,0,arbol,31,1,0.93518
271,0,arbol,32,0,1.20694
272,0,arbol,33,6,1.1052
273,0,arbol,34,1,1.23541
274,0,arbol,35,6,1.16246
275,0,arbol,36,0,1.01587
276,0,arbol,37,0,1.25576
277,0,arbol,38,4,1.21422
278,0,arbol,39,0,1.35492
279,0,arbol,40,0,1.42161
280,0,arbol,1,0,0.923734
281,0,arbol,2,0,0.113149
282,0,arbol,3,1,0.124404
283,0,arbol,4,4,0.193162
284,0,arbol,5,1,0.199694
285,0,arbol,6,2,0.204863
286,0,arbol,7,3,0.212107
287,0,arbol,8,4,0.25813
288,0,arbol,9,0,0.255156
289,0,arbol,10,1,0.329663
290,0,arbol,11,1,0.368269
291,0,arbol,12,7,0.382123
292,0,arbol,13,8,0.375179
293,0,arbol,14,6,0.494671
294,0,arbol,15,7,0.436404
295,0,arbol,16,3,0.367593
296,0,arbol,17,10,0.605754
297,0,arbol,18,1,0.457322
298,0,arbol,19,6,0.439406
299,0,arbol,20,0,0.491427
300,0,arbol,21,0,0.608317
301,0,arbol,22,0,0.51988
302,0,arbol,23,0,0.533805
303,0,arbol,24,10,1.02283
304,0,arbol,25,0,0.754695
305,0,arbol,26,0,0.64784
306,0,arbol,27,0,0.641298
307,0,arbol,28,0,0.720603
308,0,arbol,29,5,0.817292
309,0,arbol,30,8,1.01972
310,0,arbol,31,9,1.20699
311,0,arbol,32,6,1.10491
312,0,arbol,33,0,0.979771
313,0,arbol,34,0,0.826636
314,0,arbol,35,6,1.18855
315,0,arbol,36,0,0.974335
316,0,arbol,37,0,0.905092
317,0,arbol,38,0,1.04232
318,0,arbol,39,0,0.909599
319,0,arbol,40,2,0.910818
320,0,arbol,1,0,0.063191
321,0,arbol,2,0,0.06795
322,0,arbol,3,3,0.164212
323,0,arbol,4,0,0.144105
324,0,arbol,5,0,0.128492
325,0,arbol,6,10,0.325574
326,0,arbol,7,0,0.183355
327,0,arbol,8,3,0.266711
328,0,arbol,9,3,0.338089
329,0,arbol,10,8,0.768458
330,0,arbol,11,7,0.405085
331,0,arbol,12,3,0.321929
332,0,arbol,13,1,0.330673
333,0,arbol,14,5,0.733105
334,0,arbol,15,6,0.571111
335,0,arbol,16,1,0.614181
336,0,arbol,17,0,0.55446
337,0,arbol,18,1,0.608451
338,0,arbol,19,0,0.842806
339,0,arbol,20,0,0.638545
340,0,arbol,21,0,0.541053
341,0,arbol,22,9,0.79661
342,0,arbol,23,2,0.624098
343,0,arbol,24,0,0.616065
344,0,arbol,25,0,0.550524
345,0,arbol,26,5,0.760862
346,0,arbol,27,3,0.647289
347,0,arbol,28,0,0.667725
348,0,arbol,29,0,0.634688
349,0,arbol,30,5,0.916837
350,0,arbol,31,0,0.969814
351,0,arbol,32,9,1.24814
352,0,arbol,33,5,1.17814
353,0,arbol,34,0,0.941144
354,0,arbol,35,0,1.02209
355,0,arbol,36,0,1.00613
356,0,arbol,37,0,1.06614
357,0,arbol,38,0,0.954309
358,0,arbol,39,0,0.956727
359,0,arbol,40,7,1.26098
360,0,arbol,1,0,0.061242
361,0,arbol,2,0,0.082588
362,0,arbol,3,0,0.120099
363,0,arbol,4,0,0.131964
364,0,arbol,5,8,0.353714
365,0,arbol,6,0,0.154538
366,0,arbol,7,6,0.268002
367,0,arbol,8,0,0.254026
368,0,arbol,9,0,0.291964
369,0,arbol,10,0,0.285925
370,0,arbol,11,4,0.397613
371,0,arbol,12,7,11.2099
372,0,arbol,13,0,0.518661
373,0,arbol,14,0,0.505721
374,0,arbol,15,6,0.50794
375,0,arbol,16,2,0.556519
376,0,arbol,17,3,0.585247
377,0,arbol,18,2,0.64272
378,0,arbol,19,0,0.801449
379,0,arbol,20,0,1.00269
380,0,arbol,21,8,3.05787
381,0,arbol,22,0,1.14776
382,0,arbol,23,0,1.00228
383,0,arbol,24,0,0.650711
384,0,arbol,25,8,0.892029
385,0,arbol,26,0,0.63648
386,0,arbol,27,5,1.03093
387,0,arbol,28,6,1.25922
388,0,arbol,29,0,0.859206
389,0,arbol,30,8,0.848769
390,0,arbol,31,3,0.920316
391,0,arbol,32,1,0.798234
392,0,arbol,33,7,1.0335
393,0,arbol,34,7,0.825906
394,0,arbol,35,3,0.842995
395,0,arbol,36,1,1.32874
396,0,arbol,37,5,1.35532
397,0,arbol,38,0,1.87859
398,0,arbol,39,8,1.27208
399,0,arbol,40,0,1.1288
400,0,completo,1,0,0.129655
401,0,completo,2,2,0.177685
402,0,completo,3,9,0.39981
403,0,completo,4,5,0.306319
404,0,completo,5,0,0.227438
405,0,completo,6,1,0.178168
406,0,completo,7,9,17.7721
407,0,completo,8,9,0.519557
408,0,completo,9,0,0.471314
409,0,completo,10,5,0.365192
410,0,completo,11,9,0.519216
411,0,completo,12,9,1.62172
412,0,completo,13,9,0.688577
413,0,completo,14,1,0.566269
414,0,completo,15,5,2.4153
415,0,completo,16,4,0.526724
416,0,completo,17,9,7.88561
417,0,completo,18,8,0.599784
418,0,completo,19,8,0.688834
419,0,completo,20,4,0.56855
420,0,completo,21,5,0.575379
421,0,completo,22,9,0.74554
422,0,completo,23,9,11.2215
423,0,completo,24,9,1.02656
424,0,completo,25,9,8.11892
425,0,completo,26,0,0.726032
426,0,completo,27,9,0.892439
427,0,completo,28,0,0.738696
428,0,completo,29,0,0.852425
429,0,completo,30,0,0.659181
430,0,completo,31,8,1.06475
431,0,completo,32,0,0.720763
432,0,completo,33,5,0.95664
433,0,completo,34,9,1.1253
434,0,completo,35,8,1.08149
435,0,completo,36,2,1.83129
436,0,completo,37,9,1.42018
437,0,completo,38,9,1.14064
438,0,completo,39,9,1.13326
439,0,completo,40,8,1.15396
440,0,completo,1,0,0.117127
441,0,completo,2,0,0.122703
442,0,completo,3,0,0.10557
443,0,completo,4,8,0.354911
444,0,completo,5,0,0.188891
445,0,completo,6,8,0.409215
446,0,completo,7,8,0.494159
447,0,completo,8,9,0.491032
448,0,completo,9,8,0.506185
449,0,completo,10,0,0.408545
450,0,completo,11,9,0.813122
451,0,completo,12,9,0.509684
452,0,completo,13,9,0.579449
453,0,completo,14,0,0.402467
454,0,completo,15,0,0.376162
455,0,completo,16,10,0.690541
456,0,completo,17,0,0.46179
457,0,completo,18,8,0.828516
458,0,completo,19,4,0.526464
459,0,completo,20,8,0.65548
460,0,completo,21,0,0.56121
461,0,completo,22,8,0.662899
462,0,completo,23,0,0.526298
463,0,completo,24,8,0.699364
464,0,completo,25,9,0.858472
465,0,completo,26,9,1.01302
466,0,completo,27,8,0.768475
467,0,completo,28,9,1.00653
468,0,completo,29,0,0.880518
469,0,completo,30,0,0.848805
470,0,completo,31,0,0.846913
471,0,completo,32,9,1.14515
472,0,completo,33,8,0.989324
473,0,completo,34,0,0.867083
474,0,completo,35,0,1.04559
475,0,completo,36,8,1.27981
476,0,completo,37,0,0.830464
477,0,completo,38,9,1.23602
478,0,completo,39,9,1.23788
479,0,completo,40,4,1.37736
480,0,completo,1,0,0.109097
481,0,completo,2,0,0.111383
482,0,completo,3,5,0.252869
483,0,completo,4,8,0.342164
484,0,completo,5,9,0.403763
485,0,completo,6,0,0.249732
486,0,completo,7,8,0.365613
487,0,completo,8,9,1.21331
488,0,completo,9,1,0.311364
489,0,completo,10,9,0.546475
490,0,completo,11,0,0.253651
491,0,completo,12,9,0.483051
492,0,completo,13,0,0.293179
493,0,completo,14,8,0.49896
494,0,completo,15,8,0.492497
495,0,completo,16,9,0.585066
496,0,completo,17,9,0.697607
497,0,completo,18,0,0.462766
498,0,completo,19,4,0.698381
499,0,completo,20,9,0.650901
500,0,completo,21,8,0.650099
501,0,completo,22,9,0.699235
502,0,completo,23,9,0.85361
503,0,completo,24,0,0.678665
504,0,completo,25,0,0.681328
505,0,completo,26,1,0.63384
506,0,completo,27,8,1.07432
507,0,completo,28,0,1.03387
508,0,completo,29,2,0.683455
509,0,completo,30,9,1.08064
510,0,completo,31,9,1.12467
511,0,completo,32,0,0.808445
512,0,completo,33,0,1.03417
513,0,completo,34,9,4.52351
514,0,completo,35,0,0.938168
515,0,completo,36,9,1.13062
516,0,completo,37,8,1.1844
517,0,completo,38,8,1.41597
518,0,completo,39,8,1.16842
519,0,completo,40,9,1.41752
520,0,completo,1,0,0.107127
521,0,completo,2,0,0.087575
522,0,completo,3,9,0.34964
523,0,completo,4,0,0.122611
524,0,completo,5,9,0.355135
525,0,completo,6,0,0.209931
526,0,completo,7,9,0.428883
527,0,completo,8,8,0.366118
528,0,completo,9,0,0.24553
529,0,completo,10,0,0.246916
530,0,completo,11,4,0.438928
531,0,completo,12,8,0.45815
532,0,completo,13,9,0.501574
533,0,completo,14,0,0.351831
534,0,completo,15,0,0.375306
535,0,completo,16,0,0.466458
536,0,completo,17,4,0.518396
537,0,completo,18,8,0.571879
538,0,completo,19,8,0.774882
539,0,completo,20,9,0.840042
540,0,completo,21,0,0.523477
541,0,completo,22,9,0.766175
542,0,completo,23,8,0.685801
543,0,completo,24,8,0.687651
544,0,completo,25,8,0.81976
545,0,completo,26,0,0.601498
546,0,completo,27,0,0.657426
547,0,completo,28,0,0.96938
548,0,completo,29,0,0.683596
549,0,completo,30,8,0.948422
550,0,completo,31,0,0.912535
551,0,completo,32,0,0.871584
552,0,completo,33,0,0.85675
553,0,completo,34,9,1.09869
554,0,completo,35,0,1.00944
555,0,completo,36,8,1.16755
556,0,completo,37,0,0.774674
557,0,completo,38,8,1.53589
558,0,completo,39,0,1.57903
559,0,completo,40,9,1.57415
560,0,completo,1,0,0.108914
561,0,completo,2,0,0.088657
562,0,completo,3,9,1.451
563,0,completo,4,0,0.696782
564,0,completo,5,9,0.553847
565,0,completo,6,6,0.400582
566,0,completo,7,4,0.378797
567,0,completo,8,1,0.350797
568,0,completo,9,0,0.315697
569,0,completo,10,9,1.1696
570,0,completo,11,9,0.722118
571,0,completo,12,8,0.692287
572,0,completo,13,1,0.493138
573,0,completo,14,0,0.820509
574,0,completo,15,0,0.999268
575,0,completo,16,9,1.41447
576,0,completo,17,9,0.689242
577,0,completo,18,8,0.818756
578,0,completo,19,2,0.60503
579,0,completo,20,8,0.941961
580,0,completo,21,8,0.70971
581,0,completo,22,9,1.16739
582,0,completo,23,9,1.46782
583,0,completo,24,9,1.23656
584,0,completo,25,4,1.61104
585,0,completo,26,0,1.21528
586,0,completo,27,9,1.88948
587,0,completo,28,4,1.1184
588,0,completo,29,5,0.955205
589,0,completo,30,5,6.13443
590,0,completo,31,0,2.95659
591,0,completo,32,0,2.8828
592,0,completo,33,0,4.05616
593,0,completo,34,0,1.37587
594,0,completo,35,9,1.67104
595,0,completo,36,9,1.5282
596,0,completo,37,9,2.75178
597,0,completo,38,1,1.44808
598,0,completo,39,8,1.65052
599,0,completo,40,9,1.93119
600,0,completo,1,0,0.150407
601,0,completo,2,0,0.122799
602,0,completo,3,0,0.154385
603,0,completo,4,9,0.392815
604,0,completo,5,1,0.244344
605,0,completo,6,5,0.408557
606,0,completo,7,9,0.445345
607,0,completo,8,9,0.611128
608,0,completo,9,0,0.654786
609,0,completo,10,9,0.610168
610,0,completo,11,5,0.425136
611,0,completo,12,9,0.618731
612,0,completo,13,8,1.11833
613,0,completo,14,3,0.6535
614,0,completo,15,8,0.746991
615,0,completo,16,9,0.754216
616,0,completo,17,7,0.718447
617,0,completo,18,0,0.606642
618,0,completo,19,7,0.794425
619,0,completo,20,9,0.876627
620,0,completo,21,0,1.07398
621,0,completo,22,8,1.03927
622,0,completo,23,8,0.98948
623,0,completo,24,8,0.948211
624,0,completo,25,8,1.59658
625,0,completo,26,8,5.95116
626,0,completo,27,7,0.820033
627,0,completo,28,5,0.950066
628,0,completo,29,5,0.869197
629,0,completo,30,9,1.55587
630,0,completo,31,5,13.8234
631,0,completo,32,0,2.26621
632,0,completo,33,0,1.6563
633,0,completo,34,0,1.72843
634,0,completo,35,0,2.02907
635,0,completo,36,9,1.92335
636,0,completo,37,0,3.17864
637,0,completo,38,0,2.4139
638,0,completo,39,0,1.8828
639,0,completo,40,9,2.1052
640,0,completo,1,0,0.144263
641,0,completo,2,0,0.185729
642,0,completo,3,0,0.231515
643,0,completo,4,0,0.259052
644,0,completo,5,0,0.306934
645,0,completo,6,0,0.409259
646,0,completo,7,8,0.545496
647,0,completo,8,0,0.427806
648,0,completo,9,0,0.545921
649,0,completo,10,0,0.536609
650,0,completo,11,0,0.543816
651,0,completo,12,9,0.634981
652,0,completo,13,9,0.653939
653,0,completo,14,9,0.703829
654,0,completo,15,9,0.818562
655,0,completo,16,9,1.02799
656,0,completo,17,7,0.713363
657,0,completo,18,5,0.636022
658,0,completo,19,8,1.10298
659,0,completo,20,9,0.964964
660,0,completo,21,8,0.813412
661,0,completo,22,4,0.930219
662,0,completo,23,8,1.07009
663,0,completo,24,9,0.930626
664,0,completo,25,5,1.60645
665,0,completo,26,9,0.985867
666,0,completo,27,8,1.11281
667,0,completo,28,7,1.03972
668,0,completo,29,9,1.16256
669,0,completo,30,2,1.13364
670,0,completo,31,0,1.7208
671,0,completo,32,8,1.09207
672,0,completo,33,9,1.06325
673,0,completo,34,0,1.00391
674,0,completo,35,5,1.09725
675,0,completo,36,0,1.18383
676,0,completo,37,7,1.52053
677,0,completo,38,5,1.16291
678,0,completo,39,3,15.8377
679,0,completo,40,0,3.23201
680,0,completo,1,0,0.582838
681,0,completo,2,0,1.3261
682,0,completo,3,5,0.35166
683,0,completo,4,5,3.67922
684,0,completo,5,0,0.541048
685,0,completo,6,0,0.38667
686,0,completo,7,0,0.883574
687,0,completo,8,0,1.44435
688,0,completo,9,1,1.25636
689,0,completo,10,7,0.47481
690,0,completo,11,9,0.688722
691,0,completo,12,4,0.82581
692,0,completo,13,8,0.61427
693,0,completo,14,8,0.51945
694,0,completo,15,6,0.5701
695,0,completo,16,9,0.705455
696,0,completo,17,0,1.06682
697,0,completo,18,0,0.624991
698,0,completo,19,0,1.22642
699,0,completo,20,0,1.03857
700,0,completo,21,0,5.89036
701,0,completo,22,0,0.838697
702,0,completo,23,9,0.989284
703,0,completo,24,9,0.915367
704,0,completo,25,9,0.997517
705,0,completo,26,9,0.994625
706,0,completo,27,9,1.17621
707,0,completo,28,0,1.33122
708,0,completo,29,0,8.9141
709,0,completo,30,7,1.12348
710,0,completo,31,5,1.25795
711,0,completo,32,9,1.31347
712,0,completo,33,5,1.1362
713,0,completo,34,5,1.13929
714,0,completo,35,8,1.72533
715,0,completo,36,9,1.79015
716,0,completo,37,9,5.28464
717,0,completo,38,9,1.69815
718,0,completo,39,5,1.33861
719,0,completo,40,9,4.91913
720,0,completo,1,0,0.142385
721,0,completo,2,3,0.252445
722,0,completo,3,1,0.182599
723,0,completo,4,7,0.769315
724,0,completo,5,0,0.331711
725,0,completo,6,0,0.341768
726,0,completo,7,0,0.931522
727,0,completo,8,0,0.578525
728,0,completo,9,0,0.504592
729,0,completo,10,2,2.02893
730,0,completo,11,0,3.19765
731,0,completo,12,0,1.40747
732,0,completo,13,9,0.623349
733,0,completo,14,9,0.562032
734,0,completo,15,9,0.557182
735,0,completo,16,8,0.624533
736,0,completo,17,5,0.681065
737,0,completo,18,5,1.0559
738,0,completo,19,0,2.53606
739,0,completo,20,2,5.58975
740,0,completo,21,0,5.08004
741,0,completo,22,0,0.724168
742,0,completo,23,9,0.809421
743,0,completo,24,0,0.762215
744,0,completo,25,8,1.3
745,0,completo,26,0,1.29751
746,0,completo,27,0,5.84856
747,0,completo,28,0,1.3296
748,0,completo,29,9,1.11826
749,0,completo,30,6,0.87084
750,0,completo,31,0,0.710131
751,0,completo,32,9,1.8636
752,0,completo,33,0,1.72665
753,0,completo,34,4,9.05073
754,0,completo,35,9,2.22072
755,0,completo,36,5,2.2369
756,0,completo,37,9,9.46528
757,0,completo,38,1,1.40787
758,0,completo,39,9,4.69803
759,0,completo,40,0,1.96784
760,0,completo,1,0,2.36236
761,0,completo,2,0,0.281049
762,0,completo,3,0,0.258641
763,0,completo,4,0,4.7318
764,0,completo,5,9,0.394156
765,0,completo,6,2,0.21704
766,0,completo,7,8,0.425087
767,0,completo,8,7,0.911535
768,0,completo,9,6,0.34837
769,0,completo,10,4,0.328111
770,0,completo,11,9,0.620096
771,0,completo,12,0,0.582721
772,0,completo,13,6,0.531052
773,0,completo,14,2,0.399088
774,0,completo,15,9,1.72056
775,0,completo,16,0,0.745079
776,0,completo,17,8,1.60062
777,0,completo,18,0,2.42493
778,0,completo,19,0,2.61989
779,0,completo,20,8,0.694858
780,0,completo,21,9,0.696932
781,0,completo,22,9,0.768567
782,0,completo,23,0,0.817015
783,0,completo,24,4,1.04618
784,0,completo,25,9,1.02604
785,0,completo,26,5,1.30662
786,0,completo,27,0,0.902105
787,0,completo,28,5,1.13254
788,0,completo,29,0,3.58747
789,0,completo,30,0,2.65358
790,0,completo,31,9,1.80473
791,0,completo,32,9,1.45631
792,0,completo,33,9,1.17919
793,0,completo,34,0,1.14416
794,0,completo,35,0,1.4326
795,0,completo,36,9,1.76296
796,0,completo,37,9,2.89361
797,0,completo,38,4,1.3799
798,0,completo,39,9,1.28789
799,0,completo,40,0,1.17156
800,1,arbol,1,0,0.070325
801,1,arbol,2,5,0.154334
802,1,arbol,3,2,0.161274
803,1,arbol,4,0,0.15395
804,1,arbol,5,0,0.180796
805,1,arbol,6,10,0.370554
806,1,arbol,7,10,0.274331
807,1,arbol,8,4,0.237187
808,1,arbol,9,0,0.241914
809,1,arbol,10,0,0.25589
810,1,arbol,11,12,0.424638
811,1,arbol,12,4,0.37759
812,1,arbol,13,0,0.369541
813,1,arbol,14,4,0.503335
814,1,arbol,15,0,0.513455
815,1,arbol,16,7,9.34937
816,1,arbol,17,0,0.600564
817,1,arbol,18,5,0.487188
818,1,arbol,19,7,0.621196
819,1,arbol,20,8,1.09128
820,1,arbol,21,0,0.788464
821,1,arbol,22,2,1.05627
822,1,arbol,23,1,0.583657
823,1,arbol,24,7,0.913407
824,1,arbol,25,0,0.726792
825,1,arbol,26,3,0.957898
826,1,arbol,27,5,2.45633
827,1,arbol,28,0,0.768455
828,1,arbol,29,0,0.839681
829,1,arbol,30,0,0.74629
830,1,arbol,31,5,0.89082
831,1,arbol,32,4,0.973053
832,1,arbol,33,0,0.794976
833,1,arbol,34,0,0.833112
834,1,arbol,35,0,0.997684
835,1,arbol,36,0,1.09044
836,1,arbol,37,0,1.0758
837,1,arbol,38,0,0.926313
838,1,arbol,39,0,1.00822
839,1,arbol,40,3,7.92477
840,1,arbol,1,0,0.097003
841,1,arbol,2,1,0.135242
842,1,arbol,3,1,0.134311
843,1,arbol,4,0,0.140021
844,1,arbol,5,2,0.197788
