instancia,n,grafo,threads,fusiones,tiempo
57487,71,completo,8,3,0.259628
57488,71,completo,9,4,0.287167
57489,71,completo,10,3,0.297135
57490,71,completo,11,3,0.348933
57491,71,completo,12,3,0.353544
57492,71,completo,13,4,0.372969
57493,71,completo,14,3,0.433374
57494,71,completo,15,1,0.404655
57495,71,completo,16,4,0.468827
57496,71,completo,17,4,0.449237
57497,71,completo,18,1,0.473883
57498,71,completo,19,2,0.572141
57499,71,completo,20,5,0.624313
57500,71,completo,21,1,0.641378
57501,71,completo,22,3,0.601091
57502,71,completo,23,3,0.643529
57503,71,completo,24,3,0.766004
57504,71,completo,25,3,0.683576
57505,71,completo,26,3,0.896177
57506,71,completo,27,3,0.984035
57507,71,completo,28,6,1.08154
57508,71,completo,29,4,0.951773
57509,71,completo,30,4,0.909802
57510,71,completo,31,4,0.861003
57511,71,completo,32,4,0.989046
57512,71,completo,33,5,0.999259
57513,71,completo,34,3,0.874523
57514,71,completo,35,3,0.993479
57515,71,completo,36,3,1.04211
57516,71,completo,37,4,1.19339
57517,71,completo,38,4,1.0112
57518,71,completo,39,5,1.24211
57519,71,completo,40,4,1.01818
57520,71,completo,1,0,0.13765
57521,71,completo,2,1,0.189678
57522,71,completo,3,3,0.245552
57523,71,completo,4,3,0.337541
57524,71,completo,5,4,0.326841
57525,71,completo,6,3,0.253351
57526,71,completo,7,4,0.265317
57527,71,completo,8,4,0.276828
57528,71,completo,9,2,0.248266
57529,71,completo,10,4,0.29409
57530,71,completo,11,4,0.316842
57531,71,completo,12,5,0.350915
57532,71,completo,13,4,0.369622
57533,71,completo,14,3,0.361257
57534,71,completo,15,3,0.380184
57535,71,completo,16,3,0.469673
57536,71,completo,17,3,0.430848
57537,71,completo,18,4,0.583701
57538,71,completo,19,3,0.585936
57539,71,completo,20,0,0.792342
57540,71,completo,21,1,0.701044
57541,71,completo,22,5,1.35589
57542,71,completo,23,3,0.747241
57543,71,completo,24,4,0.837173
57544,71,completo,25,3,0.772455
57545,71,completo,26,5,0.996424
57546,71,completo,27,3,0.840127
57547,71,completo,28,3,0.903342
57548,71,completo,29,3,0.921942
57549,71,completo,30,6,1.18572
57550,71,completo,31,3,0.856136
57551,71,completo,32,3,0.918456
57552,71,completo,33,3,0.922921
57553,71,completo,34,3,0.843877
57554,71,completo,35,3,1.04167
57555,71,completo,36,3,1.11787
57556,71,completo,37,3,1.06968
57557,71,completo,38,3,1.00389
57558,71,completo,39,3,1.07641
57559,71,completo,40,3,1.11593
57560,71,completo,1,0,0.131605
57561,71,completo,2,1,0.187833
57562,71,completo,3,3,0.240915
57563,71,completo,4,4,0.323713
57564,71,completo,5,4,0.324568
57565,71,completo,6,4,0.350128
57566,71,completo,7,3,0.288996
57567,71,completo,8,3,0.235968
57568,71,completo,9,5,0.294965
57569,71,completo,10,4,0.353062
57570,71,completo,11,3,0.325842
57571,71,completo,12,4,0.416971
57572,71,completo,13,3,0.348339
57573,71,completo,14,3,0.350525
57574,71,completo,15,3,0.428274
57575,71,completo,16,3,0.437049
57576,71,completo,17,4,0.450125
57577,71,completo,18,3,0.53139
57578,71,completo,19,4,0.51466
57579,71,completo,20,3,0.475478
57580,71,completo,21,3,0.678258
57581,71,completo,22,3,0.613241
57582,71,completo,23,4,0.661906
57583,71,completo,24,5,0.80009
57584,71,completo,25,4,0.680406
57585,71,completo,26,3,0.658235
57586,71,completo,27,3,0.668477
57587,71,completo,28,3,0.788132
57588,71,completo,29,3,0.815333
57589,71,completo,30,3,0.842154
57590,71,completo,31,4,0.833562
57591,71,completo,32,3,0.878168
57592,71,completo,33,3,0.873641
57593,71,completo,34,3,0.85646
57594,71,completo,35,4,0.93189
57595,71,completo,36,4,1.07275
57596,71,completo,37,4,0.906756
57597,71,completo,38,3,1.11202
57598,71,completo,39,4,0.979691
57599,71,completo,40,3,1.10561
57600,72,arbol,1,0,0.104107
57601,72,arbol,2,1,0.139146
57602,72,arbol,3,6,0.309751
57603,72,arbol,4,3,0.189105
57604,72,arbol,5,0,0.14256
57605,72,arbol,6,0,0.158635
57606,72,arbol,7,10,0.543669
57607,72,arbol,8,13,12.0238
57608,72,arbol,9,6,0.355311
57609,72,arbol,10,7,0.492756
57610,72,arbol,11,5,0.34554
57611,72,arbol,12,0,0.382866
57612,72,arbol,13,0,0.343847
57613,72,arbol,14,9,0.552621
57614,72,arbol,15,0,0.566918
57615,72,arbol,16,0,0.409554
57616,72,arbol,17,0,0.378458
57617,72,arbol,18,4,0.467768
57618,72,arbol,19,0,0.47302
57619,72,arbol,20,6,0.592709
57620,72,arbol,21,0,0.524755
57621,72,arbol,22,0,0.518201
57622,72,arbol,23,0,0.52339
57623,72,arbol,24,0,0.591283
57624,72,arbol,25,0,0.668516
57625,72,arbol,26,7,1.20476
57626,72,arbol,27,6,0.885289
57627,72,arbol,28,0,1.16224
57628,72,arbol,29,0,1.46421
57629,72,arbol,30,7,0.922343
57630,72,arbol,31,10,1.05679
57631,72,arbol,32,10,1.06333
57632,72,arbol,33,0,1.03
57633,72,arbol,34,8,0.895487
57634,72,arbol,35,0,1.00988
57635,72,arbol,36,4,0.984116
57636,72,arbol,37,3,1.13457
57637,72,arbol,38,9,1.27817
57638,72,arbol,39,7,1.06062
57639,72,arbol,40,11,1.34086
57640,72,arbol,1,0,0.12797
57641,72,arbol,2,7,0.335514
57642,72,arbol,3,0,0.107031
57643,72,arbol,4,3,0.165381
57644,72,arbol,5,14,0.467666
57645,72,arbol,6,13,0.429196
57646,72,arbol,7,3,0.211048
57647,72,arbol,8,0,0.255816
57648,72,arbol,9,0,0.218381
57649,72,arbol,10,5,0.298877
57650,72,arbol,11,11,0.494654
57651,72,arbol,12,1,0.397052
57652,72,arbol,13,7,0.424233
57653,72,arbol,14,2,0.357721
57654,72,arbol,15,11,0.658679
57655,72,arbol,16,5,0.463575
57656,72,arbol,17,6,0.617192
57657,72,arbol,18,0,0.460391
57658,72,arbol,19,6,0.492274
57659,72,arbol,20,6,0.539971
57660,72,arbol,21,0,0.564283
57661,72,arbol,22,0,0.622287
57662,72,arbol,23,7,0.718408
57663,72,arbol,24,14,0.908643
57664,72,arbol,25,1,0.70836
57665,72,arbol,26,13,0.837315
57666,72,arbol,27,13,1.05005
57667,72,arbol,28,0,0.933457
57668,72,arbol,29,11,1.05592
57669,72,arbol,30,14,1.19947
57670,72,arbol,31,14,1.62575
57671,72,arbol,32,3,0.8475
57672,72,arbol,33,11,1.46772
57673,72,arbol,34,2,0.925745
57674,72,arbol,35,6,1.15214
57675,72,arbol,36,11,1.40005
57676,72,arbol,37,11,1.15464
57677,72,arbol,38,1,0.958103
57678,72,arbol,39,11,1.2212
57679,72,arbol,40,0,0.9639
57680,72,arbol,1,0,0.10193
57681,72,arbol,2,6,0.288437
57682,72,arbol,3,3,0.24012
57683,72,arbol,4,0,0.120305
57684,72,arbol,5,7,0.298686
57685,72,arbol,6,6,0.300408
57686,72,arbol,7,1,0.19508
57687,72,arbol,8,0,0.267732
57688,72,arbol,9,3,0.253537
57689,72,arbol,10,0,0.24466
57690,72,arbol,11,11,0.650377
57691,72,arbol,12,13,0.568929
57692,72,arbol,13,7,0.423712
57693,72,arbol,14,0,0.419143
57694,72,arbol,15,0,0.391239
57695,72,arbol,16,0,0.427574
57696,72,arbol,17,0,0.445748
57697,72,arbol,18,0,0.424679
57698,72,arbol,19,0,0.631306
57699,72,arbol,20,7,0.690088
57700,72,arbol,21,0,0.533042
57701,72,arbol,22,6,0.686097
57702,72,arbol,23,0,0.555366
57703,72,arbol,24,7,0.769044
57704,72,arbol,25,3,0.629665
57705,72,arbol,26,0,0.694847
57706,72,arbol,27,0,0.774412
57707,72,arbol,28,6,0.835887
57708,72,arbol,29,7,0.791495
57709,72,arbol,30,5,0.793774
57710,72,arbol,31,3,0.881993
57711,72,arbol,32,11,1.16166
57712,72,arbol,33,3,0.865807
57713,72,arbol,34,11,1.01747
57714,72,arbol,35,3,0.875327
57715,72,arbol,36,14,1.13875
57716,72,arbol,37,1,0.976186
57717,72,arbol,38,3,1.12886
57718,72,arbol,39,3,1.16461
57719,72,arbol,40,11,1.21621
57720,72,arbol,1,0,0.095727
57721,72,arbol,2,6,0.255781
57722,72,arbol,3,3,0.239728
57723,72,arbol,4,0,0.128646
57724,72,arbol,5,11,0.513235
57725,72,arbol,6,11,0.43351
57726,72,arbol,7,2,0.18636
57727,72,arbol,8,1,0.207307
57728,72,arbol,9,0,0.251815
57729,72,arbol,10,0,0.221417
57730,72,arbol,11,11,0.574258
57731,72,arbol,12,3,0.320105
57732,72,arbol,13,7,0.366365
57733,72,arbol,14,5,0.416773
57734,72,arbol,15,11,0.602679
57735,72,arbol,16,11,0.714656
57736,72,arbol,17,0,0.509071
57737,72,arbol,18,1,0.558438
57738,72,arbol,19,14,0.879003
57739,72,arbol,20,2,0.62321
57740,72,arbol,21,7,0.621996
57741,72,arbol,22,11,0.834902
57742,72,arbol,23,0,0.820513
57743,72,arbol,24,12,0.813088
57744,72,arbol,25,1,0.692916
57745,72,arbol,26,11,0.884047
57746,72,arbol,27,13,1.02433
57747,72,arbol,28,11,0.912947
57748,72,arbol,29,0,0.830465
57749,72,arbol,30,9,0.913994
57750,72,arbol,31,3,0.74076
57751,72,arbol,32,7,0.962564
57752,72,arbol,33,1,0.882304
57753,72,arbol,34,0,0.989271
57754,72,arbol,35,0,0.894273
57755,72,arbol,36,0,1.1427
57756,72,arbol,37,4,1.11253
57757,72,arbol,38,0,0.84942
57758,72,arbol,39,9,1.16014
57759,72,arbol,40,0,1.20229
57760,72,arbol,1,0,0.120078
57761,72,arbol,2,1,0.132585
57762,72,arbol,3,6,0.321945
57763,72,arbol,4,0,0.127217
57764,72,arbol,5,14,0.408931
57765,72,arbol,6,14,0.492372
57766,72,arbol,7,1,0.202933
57767,72,arbol,8,0,0.187193
57768,72,arbol,9,0,0.305343
57769,72,arbol,10,12,0.482882
57770,72,arbol,11,1,0.35065
57771,72,arbol,12,11,1.29977
57772,72,arbol,13,3,0.402369
57773,72,arbol,14,6,0.478075
57774,72,arbol,15,0,0.408819
57775,72,arbol,16,6,0.463056
57776,72,arbol,17,6,0.599852
57777,72,arbol,18,6,0.565332
57778,72,arbol,19,7,0.634597
57779,72,arbol,20,1,0.626176
57780,72,arbol,21,11,0.771271
57781,72,arbol,22,4,0.589007
57782,72,arbol,23,11,0.846514
57783,72,arbol,24,11,0.881432
57784,72,arbol,25,0,0.660726
57785,72,arbol,26,0,0.740288
57786,72,arbol,27,3,0.740715
57787,72,arbol,28,10,0.995207
57788,72,arbol,29,0,0.727853
57789,72,arbol,30,6,0.916361
57790,72,arbol,31,0,0.888206
57791,72,arbol,32,2,0.940627
57792,72,arbol,33,6,0.892976
57793,72,arbol,34,0,1.03057
57794,72,arbol,35,7,0.939376
57795,72,arbol,36,0,1.07469
57796,72,arbol,37,1,1.06271
57797,72,arbol,38,4,1.2974
57798,72,arbol,39,0,1.07135
57799,72,arbol,40,0,1.08292
57800,72,arbol,1,0,0.119888
57801,72,arbol,2,0,0.086883
57802,72,arbol,3,0,0.092203
57803,72,arbol,4,0,0.129519
57804,72,arbol,5,11,0.454061
57805,72,arbol,6,14,0.47976
57806,72,arbol,7,3,0.217817
57807,72,arbol,8,6,0.327451
57808,72,arbol,9,11,0.490313
57809,72,arbol,10,0,0.226368
57810,72,arbol,11,8,0.488218
57811,72,arbol,12,7,0.421102
57812,72,arbol,13,11,0.572502
57813,72,arbol,14,1,0.375237
57814,72,arbol,15,0,0.455024
57815,72,arbol,16,0,0.528412
57816,72,arbol,17,6,0.557705
57817,72,arbol,18,5,0.559579
57818,72,arbol,19,0,0.493216
57819,72,arbol,20,1,0.532259
57820,72,arbol,21,0,0.672812
57821,72,arbol,22,1,0.523607
57822,72,arbol,23,12,0.841789
57823,72,arbol,24,6,0.723842
57824,72,arbol,25,1,0.673225
57825,72,arbol,26,11,0.879378
57826,72,arbol,27,7,0.741042
57827,72,arbol,28,7,0.705767
57828,72,arbol,29,11,0.988688
57829,72,arbol,30,11,1.01622
57830,72,arbol,31,0,0.796567
57831,72,arbol,32,1,0.787838
57832,72,arbol,33,0,1.0078
57833,72,arbol,34,0,0.952821
57834,72,arbol,35,3,1.03475
57835,72,arbol,36,12,1.09821
57836,72,arbol,37,0,0.889295
57837,72,arbol,38,0,1.09766
57838,72,arbol,39,0,1.06047
57839,72,arbol,40,11,1.30014
57840,72,arbol,1,0,0.067382
57841,72,arbol,2,7,0.274212
57842,72,arbol,3,0,0.10663
57843,72,arbol,4,3,0.179273
57844,72,arbol,5,8,0.279956
57845,72,arbol,6,8,0.462055
57846,72,arbol,7,0,0.194245
57847,72,arbol,8,0,0.325451
57848,72,arbol,9,0,0.249021
57849,72,arbol,10,0,0.229458
57850,72,arbol,11,1,0.283574
57851,72,arbol,12,0,0.330596
57852,72,arbol,13,0,0.319901
57853,72,arbol,14,11,0.677287
57854,72,arbol,15,11,0.585639
57855,72,arbol,16,7,0.46122
57856,72,arbol,17,12,0.741778
57857,72,arbol,18,0,0.431077
57858,72,arbol,19,9,0.618514
57859,72,arbol,20,2,0.54944
57860,72,arbol,21,3,0.536567
57861,72,arbol,22,0,0.548762
57862,72,arbol,23,7,0.673052
57863,72,arbol,24,0,0.616359
57864,72,arbol,25,14,1.11441
57865,72,arbol,26,4,0.78374
57866,72,arbol,27,7,0.868664
57867,72,arbol,28,0,0.863581
57868,72,arbol,29,0,0.765861
57869,72,arbol,30,6,0.880341
57870,72,arbol,31,0,0.766362
57871,72,arbol,32,6,0.831684
57872,72,arbol,33,6,1.02417
57873,72,arbol,34,3,0.832454
57874,72,arbol,35,0,0.857322
57875,72,arbol,36,0,1.00089
57876,72,arbol,37,11,1.2742
57877,72,arbol,38,5,0.921312
57878,72,arbol,39,7,1.29851
57879,72,arbol,40,0,1.07453
57880,72,arbol,1,0,0.093882
57881,72,arbol,2,7,0.303511
57882,72,arbol,3,3,0.171093
57883,72,arbol,4,0,0.127161
57884,72,arbol,5,7,0.262474
57885,72,arbol,6,3,0.231126
57886,72,arbol,7,11,0.459731
57887,72,arbol,8,6,0.281023
57888,72,arbol,9,6,0.310924
57889,72,arbol,10,6,0.328524
57890,72,arbol,11,11,0.520645
57891,72,arbol,12,11,0.526648
57892,72,arbol,13,0,0.401909
57893,72,arbol,14,0,0.41206
57894,72,arbol,15,4,0.407842
57895,72,arbol,16,0,0.391468
57896,72,arbol,17,0,0.451468
57897,72,arbol,18,12,10.7419
57898,72,arbol,19,3,0.535087
57899,72,arbol,20,0,0.544656
57900,72,arbol,21,7,0.75334
57901,72,arbol,22,13,0.796042
57902,72,arbol,23,14,0.991257
57903,72,arbol,24,11,0.901353
57904,72,arbol,25,0,0.769098
57905,72,arbol,26,4,0.781061
57906,72,arbol,27,0,0.676424
57907,72,arbol,28,13,9.81492
57908,72,arbol,29,9,0.964233
57909,72,arbol,30,4,0.852622
57910,72,arbol,31,0,0.670042
57911,72,arbol,32,4,0.772197
57912,72,arbol,33,1,0.759164
57913,72,arbol,34,9,0.98102
57914,72,arbol,35,0,0.979837
57915,72,arbol,36,1,0.971699
57916,72,arbol,37,12,1.26911
57917,72,arbol,38,11,1.31703
57918,72,arbol,39,11,1.36453
57919,72,arbol,40,11,1.23346
57920,72,arbol,1,0,0.069122
57921,72,arbol,2,6,0.307829
57922,72,arbol,3,7,0.326905
57923,72,arbol,4,0,0.190295
57924,72,arbol,5,13,0.488225
57925,72,arbol,6,9,0.281068
57926,72,arbol,7,11,0.571898
57927,72,arbol,8,11,0.484593
57928,72,arbol,9,1,0.27756
57929,72,arbol,10,1,0.245915
57930,72,arbol,11,0,0.284007
57931,72,arbol,12,2,0.4252
57932,72,arbol,13,6,0.437881
57933,72,arbol,14,0,0.300693
57934,72,arbol,15,11,0.489604
57935,72,arbol,16,0,0.421925
57936,72,arbol,17,1,0.547195
57937,72,arbol,18,3,0.497372
57938,72,arbol,19,11,0.792935
57939,72,arbol,20,1,0.632825
57940,72,arbol,21,11,0.703276
57941,72,arbol,22,1,0.691801
57942,72,arbol,23,0,0.548612
57943,72,arbol,24,8,0.692598
57944,72,arbol,25,0,0.660056
57945,72,arbol,26,0,0.771251
57946,72,arbol,27,0,0.708396
57947,72,arbol,28,4,0.89916
57948,72,arbol,29,5,0.794732
57949,72,arbol,30,6,0.931057
57950,72,arbol,31,1,0.954506
57951,72,arbol,32,0,0.88992
57952,72,arbol,33,0,0.76944
57953,72,arbol,34,0,1.02334
57954,72,arbol,35,0,0.966619
57955,72,arbol,36,1,1.0313
57956,72,arbol,37,7,1.19691
57957,72,arbol,38,9,6.74963
57958,72,arbol,39,6,1.24999
57959,72,arbol,40,3,0.997519
57960,72,arbol,1,0,0.059161
57961,72,arbol,2,0,0.072071
57962,72,arbol,3,0,0.090592
57963,72,arbol,4,0,0.125918
57964,72,arbol,5,14,0.432847
57965,72,arbol,6,3,0.192886
57966,72,arbol,7,11,0.498356
57967,72,arbol,8,3,0.313731
57968,72,arbol,9,12,0.502825
57969,72,arbol,10,0,0.327394
57970,72,arbol,11,10,0.405424
57971,72,arbol,12,7,0.4483
57972,72,arbol,13,0,0.382941
57973,72,arbol,14,3,0.393637
57974,72,arbol,15,0,0.404823
57975,72,arbol,16,11,0.645177
57976,72,arbol,17,12,0.727105
57977,72,arbol,18,6,0.559079
57978,72,arbol,19,0,0.597815
57979,72,arbol,20,3,0.590895
57980,72,arbol,21,7,0.689196
57981,72,arbol,22,3,0.672002
57982,72,arbol,23,1,0.525405
57983,72,arbol,24,0,0.687556
57984,72,arbol,25,14,0.873963
57985,72,arbol,26,0,0.669243
57986,72,arbol,27,6,0.81274
57987,72,arbol,28,0,0.8755
57988,72,arbol,29,0,0.877801
57989,72,arbol,30,6,0.943303
57990,72,arbol,31,7,0.942351
57991,72,arbol,32,0,0.726142
57992,72,arbol,33,11,1.09652
57993,72,arbol,34,11,1.08982
57994,72,arbol,35,0,0.937378
57995,72,arbol,36,3,0.940676
57996,72,arbol,37,0,1.18554
57997,72,arbol,38,6,1.30447
57998,72,arbol,39,7,1.03083
57999,72,arbol,40,3,1.19185
58000,72,completo,1,0,0.143995
58001,72,completo,2,2,0.280564
58002,72,completo,3,6,0.39065
58003,72,completo,4,3,0.214985
58004,72,completo,5,6,0.309073
58005,72,completo,6,3,0.285632
58006,72,completo,7,8,0.39276
58007,72,completo,8,7,0.35981
58008,72,completo,9,7,0.377018
58009,72,completo,10,11,0.478999
58010,72,completo,11,4,0.323333
58011,72,completo,12,7,0.422057
58012,72,completo,13,9,0.538551
58013,72,completo,14,4,0.390671
58014,72,completo,15,7,0.442847
58015,72,completo,16,3,0.440219
58016,72,completo,17,6,0.508086
58017,72,completo,18,11,0.840799
58018,72,completo,19,12,0.766529
58019,72,completo,20,10,0.713035
58020,72,completo,21,4,0.609251
58021,72,completo,22,10,0.819014
58022,72,completo,23,11,1.18995
58023,72,completo,24,7,0.735208
58024,72,completo,25,10,0.92781
58025,72,completo,26,4,0.691587
58026,72,completo,27,4,0.700651
58027,72,completo,28,1,0.826347
58028,72,completo,29,10,0.939108
58029,72,completo,30,11,0.928952
58030,72,completo,31,5,0.856033
58031,72,completo,32,4,0.850295
58032,72,completo,33,7,0.98236
58033,72,completo,34,3,0.993921
58034,72,completo,35,4,1.01272
58035,72,completo,36,12,1.30605
58036,72,completo,37,3,0.946796
58037,72,completo,38,10,1.11668
58038,72,completo,39,5,1.03299
58039,72,completo,40,3,1.08409
58040,72,completo,1,0,0.124982
58041,72,completo,2,11,0.534738
58042,72,completo,3,8,0.396034
58043,72,completo,4,11,0.501548
58044,72,completo,5,10,0.468802
58045,72,completo,6,12,0.727517
58046,72,completo,7,12,0.596584
58047,72,completo,8,10,0.503303
58048,72,completo,9,6,0.330493
58049,72,completo,10,7,0.362617
58050,72,completo,11,4,0.328686
58051,72,completo,12,10,0.502289
58052,72,completo,13,4,0.432559
58053,72,completo,14,6,0.556313
58054,72,completo,15,6,0.455457
58055,72,completo,16,7,0.508727
58056,72,completo,17,5,0.479558
58057,72,completo,18,10,0.67939
58058,72,completo,19,12,1.29765
58059,72,completo,20,11,2.13061
58060,72,completo,21,12,0.969045
58061,72,completo,22,10,0.888958
58062,72,completo,23,10,0.819643
58063,72,completo,24,7,0.678117
58064,72,completo,25,3,0.733467
58065,72,completo,26,11,0.939249
58066,72,completo,27,9,0.822943
58067,72,completo,28,10,0.888861
58068,72,completo,29,4,0.837387
58069,72,completo,30,10,1.06153
58070,72,completo,31,3,0.883872
58071,72,completo,32,3,0.8431
58072,72,completo,33,11,1.17521
58073,72,completo,34,10,1.12307
58074,72,completo,35,10,1.15658
58075,72,completo,36,6,1.18751
58076,72,completo,37,6,1.19432
58077,72,completo,38,5,0.915244
58078,72,completo,39,10,1.93761
58079,72,completo,40,6,1.10033
58080,72,completo,1,0,0.154642
58081,72,completo,2,11,0.52592
58082,72,completo,3,12,0.460995
58083,72,completo,4,11,0.451738
58084,72,completo,5,12,0.416098
58085,72,completo,6,7,0.329777
58086,72,completo,7,11,1.85618
58087,72,completo,8,12,1.24064
58088,72,completo,9,10,0.695202
58089,72,completo,10,10,0.725961
58090,72,completo,11,10,0.520036
58091,72,completo,12,10,0.702848
58092,72,completo,13,11,0.703839
58093,72,completo,14,10,0.723333
58094,72,completo,15,4,0.409087
58095,72,completo,16,10,0.619476
58096,72,completo,17,4,0.47995
58097,72,completo,18,3,0.500284
58098,72,completo,19,10,0.789849
58099,72,completo,20,11,1.77907
58100,72,completo,21,6,0.615975
58101,72,completo,22,12,0.782595
58102,72,completo,23,12,0.946989
58103,72,completo,24,11,1.04685
58104,72,completo,25,3,0.67512
58105,72,completo,26,12,0.905071
58106,72,completo,27,6,0.798961
58107,72,completo,28,11,1.27515
58108,72,completo,29,10,1.19196
58109,72,completo,30,9,1.02168
58110,72,completo,31,10,1.04987
58111,72,completo,32,3,0.967705
58112,72,completo,33,12,1.93422
58113,72,completo,34,4,0.964018
58114,72,completo,35,10,2.28144
58115,72,completo,36,4,1.02559
58116,72,completo,37,3,0.841882
58117,72,completo,38,3,1.4999
58118,72,completo,39,13,1.53084
58119,72,completo,40,6,1.09894
58120,72,completo,1,0,0.091466
58121,72,completo,2,3,0.193418
58122,72,completo,3,3,0.228088
58123,72,completo,4,0,0.117735
58124,72,completo,5,3,0.274941
58125,72,completo,6,12,0.6896
58126,72,completo,7,10,0.478736
58127,72,completo,8,11,0.792433
58128,72,completo,9,10,0.441454
58129,72,completo,10,7,0.406627
58130,72,completo,11,10,1.0222
58131,72,completo,12,10,0.529776
58132,72,completo,13,2,0.409037
58133,72,completo,14,4,0.42233
58134,72,completo,15,4,0.40768
58135,72,completo,16,7,0.527481
58136,72,completo,17,10,1.03905
58137,72,completo,18,10,0.672995
58138,72,completo,19,11,0.904405
58139,72,completo,20,4,0.597264
58140,72,completo,21,6,0.5788
58141,72,completo,22,10,0.935901
58142,72,completo,23,10,0.787436
58143,72,completo,24,1,0.688501
58144,72,completo,25,3,0.691002
58145,72,completo,26,6,0.837606
58146,72,completo,27,12,0.995992
58147,72,completo,28,3,0.729544
58148,72,completo,29,3,0.862121
58149,72,completo,30,3,0.863213
58150,72,completo,31,6,0.92761
58151,72,completo,32,6,0.996613
58152,72,completo,33,10,1.12056
58153,72,completo,34,10,1.16349
58154,72,completo,35,12,1.27918
58155,72,completo,36,0,0.993097
58156,72,completo,37,0,1.02169
58157,72,completo,38,10,1.30319
58158,72,completo,39,0,1.10788
58159,72,completo,40,10,1.12081
58160,72,completo,1,0,0.101717
58161,72,completo,2,0,0.098676
58162,72,completo,3,0,0.09333
58163,72,completo,4,11,0.42751
58164,72,completo,5,0,0.141694
58165,72,completo,6,0,0.149275
58166,72,completo,7,12,0.565529
58167,72,completo,8,6,0.36835
58168,72,completo,9,0,0.218662
58169,72,completo,10,10,0.435223
58170,72,completo,11,10,0.463451
58171,72,completo,12,6,0.396476
58172,72,completo,13,6,0.495313
58173,72,completo,14,10,0.53244
58174,72,completo,15,12,0.720769
58175,72,completo,16,10,0.589305
58176,72,completo,17,12,0.69742
58177,72,completo,18,0,0.533219
58178,72,completo,19,0,0.419326
58179,72,completo,20,10,0.852927
58180,72,completo,21,0,0.474771
58181,72,completo,22,12,0.827361
58182,72,completo,23,13,0.995387
58183,72,completo,24,1,0.753878
58184,72,completo,25,6,0.885593
58185,72,completo,26,12,1.73024
58186,72,completo,27,6,0.774301
58187,72,completo,28,7,0.853093
58188,72,completo,29,11,1.03738
58189,72,completo,30,11,1.10234
58190,72,completo,31,10,1.03649
58191,72,completo,32,3,0.804028
58192,72,completo,33,7,1.01824
58193,72,completo,34,6,1.00104
58194,72,completo,35,6,0.960561
58195,72,completo,36,10,1.22041
58196,72,completo,37,12,1.11269
58197,72,completo,38,10,1.29878
58198,72,completo,39,1,0.963966
58199,72,completo,40,10,1.13933
58200,72,completo,1,0,0.102928
58201,72,completo,2,1,0.20784
58202,72,completo,3,10,0.462838
58203,72,completo,4,6,0.31991
58204,72,completo,5,10,0.491143
58205,72,completo,6,12,0.572208
58206,72,completo,7,10,0.52599
58207,72,completo,8,10,0.544259
58208,72,completo,9,10,0.42886
58209,72,completo,10,9,1.07311
58210,72,completo,11,13,1.17847
58211,72,completo,12,4,0.340988
58212,72,completo,13,3,0.537568
58213,72,completo,14,7,0.90496
58214,72,completo,15,10,0.553722
58215,72,completo,16,10,0.601303
58216,72,completo,17,10,0.872682
58217,72,completo,18,6,0.56554
58218,72,completo,19,7,0.614133
58219,72,completo,20,7,0.569464
58220,72,completo,21,7,0.72124
58221,72,completo,22,2,0.576619
58222,72,completo,23,11,0.810953
58223,72,completo,24,6,0.702863
58224,72,completo,25,10,0.883825
58225,72,completo,26,7,0.77631
58226,72,completo,27,4,0.717797
58227,72,completo,28,7,0.878273
58228,72,completo,29,6,0.883444
58229,72,completo,30,5,0.92441
58230,72,completo,31,6,0.852105
58231,72,completo,32,11,1.51299
58232,72,completo,33,10,0.97814
58233,72,completo,34,10,1.15298
58234,72,completo,35,12,1.25487
58235,72,completo,36,6,1.05828
58236,72,completo,37,11,2.59155
58237,72,completo,38,4,0.99295
58238,72,completo,39,3,0.995381
58239,72,completo,40,12,1.93972
58240,72,completo,1,0,0.127732
58241,72,completo,2,10,0.466978
58242,72,completo,3,11,0.42296
58243,72,completo,4,4,0.323119
58244,72,completo,5,10,0.446374
58245,72,completo,6,12,0.582348
58246,72,completo,7,10,0.432977
58247,72,completo,8,12,0.659972
58248,72,completo,9,10,0.470459
58249,72,completo,10,12,0.513666
58250,72,completo,11,7,0.904719
58251,72,completo,12,3,0.335695
58252,72,completo,13,7,0.494345
58253,72,completo,14,12,0.647273
58254,72,completo,15,6,0.456345
58255,72,completo,16,8,0.520656
58256,72,completo,17,4,0.426643
58257,72,completo,18,11,1.10172
58258,72,completo,19,4,0.509122
58259,72,completo,20,10,0.764449
58260,72,completo,21,6,0.638095
58261,72,completo,22,11,1.82844
58262,72,completo,23,10,0.986604
58263,72,completo,24,8,1.04314
58264,72,completo,25,3,0.686107
58265,72,completo,26,10,0.963483
58266,72,completo,27,11,1.54215
58267,72,completo,28,3,0.793271
58268,72,completo,29,9,1.05459
58269,72,completo,30,10,0.978581
58270,72,completo,31,4,0.880059
58271,72,completo,32,12,1.63424
58272,72,completo,33,10,1.28022
58273,72,completo,34,10,1.16397
58274,72,completo,35,4,1.04324
58275,72,completo,36,11,1.21839
58276,72,completo,37,6,1.01048
58277,72,completo,38,12,2.69412
58278,72,completo,39,1,1.04513
58279,72,completo,40,6,1.31548
58280,72,completo,1,0,0.110639
58281,72,completo,2,1,0.18862
58282,72,completo,3,7,0.367795
58283,72,completo,4,11,0.462701
58284,72,completo,5,10,0.4418
